Id,Title,Body
"5683206","How to create an array of 20 random bytes?","<p>How can I create an array of 20 random bytes in Java?</p>
"
"5688042","How to convert a Java String to an ASCII byte array?","<p>How to convert a Java String to an ASCII byte array?</p>
"
"5693394","Byte array to image in J2ME?","<p>How can I convert a byte array to an image in J2ME ?</p>
"
"362367","Java Arrays & Generics : Java Equivalent to C# IEnumerable<T>","<p>So in C#, I can treat a <code>string[]</code> as an <code>IEnumerable&lt;string&gt;</code>.</p>

<p>Is there a Java equivalent?</p>
"
"3440082","java vector to arraylist","<p>Is there any way to copy or convert a vector to arraylist in Java?</p>
"
"35223661","How to implement a stack of integers in array in Java Collection Framework as a variable-size array?","<p>The question is how to implement a stack of integers in an array in Java Collection Framework as a variable-size array?</p>
"
"808394","How to check whether the elements of an ArrayList are all contained in another ArrayList","<p>How can I easily check to see whether all the elements in one ArrayList are all elements of another ArrayList?</p>
"
"3852867","2D Array Question Java","<p>If I have a 2D array <code>arr[rows][columns]</code>, how could I use <code>arr.length</code> to find size for rows and columns individually?</p>
"
"3867151","Possible to return a String array","<p>Is it possible to make a method that returns a <code>String[]</code> in java?</p>
"
"3899696","Java Scanner() to read from Array","<p>I know you can set the input for a scanner in Java.
Is it possible to feed an array to the scanner?</p>
"
"4543250","Java Array Destroy","<p>If I use ""Array_Name[] = NULL"", does the garbage collector of java collect the rest of the array?</p>
"
"9049877","Running time of lastIndexOf for an ArrayList in java","<p>What is the running time of <code>lastIndexOf</code> for <code>ArrayLists</code> in Java?</p>
"
"4830955","Java getting array keys","<p>Is there an equivalent function to array_keys in Java?</p>

<p>Either in the form of arrays or array lists.</p>
"
"9100780","List Properties and Convert to String[]","<p>Is there any way to get a list of properties name from <code>Properties</code> and convert it into a <code>String[]</code>?</p>
"
"49832401","How to convert java list to array in scala?","<p>How to convert java.util.list[POJO] to Scala array[POJO]?
I tried list.toArray method but  it gives array[object].
Can anyone help on this?</p>
"
"1482232","Java ( Counting Distinct Integers )","<p>how do you return number of distinct/unique values in an array for example</p>

<pre><code>int[] a = {1,2,2,4,5,5};
</code></pre>
"
"11353768","Converting a double[] array into string[] array","<p>I would like to know what code to use to convert a double[] array into a string[] array</p>
"
"1114400","Using generics for arrays","<p>Is it possible to use generics for arrays?</p>
"
"6178821","How can I get the unique elements of an unordered character array in Java?","<p>If I have an unordered character array, how can I get the unique elements?</p>
"
"36306311","How to sort an Array of Points by MergeSort in Java?","<p>I created Point class and I have an array list of Point objects, which I want to sort by mergesort.</p>
"
"1288237","When is an ArrayList preferable to an array in Java?","<p>When should I use an ArrayList in Java, and when should I use an array?</p>
"
"1291704","How do I populate a JComboBox with an ArrayList?","<p>I need to populate a JComboBox with an ArrayList.  Is there any way to do this?</p>
"
"5353444","Getting an array list of all images on SD card","<p>Can someone give me a hint how to get an array list of all images on my SD card?</p>
"
"1716110","What is the best way to combine several arrays into one single array","<p>Hey, I was trying to combine several arrays of type double into one single array, what is the best way to do it? Thanks!</p>
"
"5105065","Java: Clob to byte[]","<p>How can I read a java.sql.Clob into a byte[]?</p>
"
"46939297","How can I convert String[][] to ArrayList<String>?","<p>Is there any possibility to convert String[][] to ArrayList?</p>

<p>Thanks in advance.</p>
"
"16325168","How to find the maximum value in an array?","<p>In java, i need to be able to go through an array and find the max value. How would I compare the elements of the array to find the max?</p>
"
"5411449","Why use two different algorithm for sorting arrays?","<p>In the Arrays class quick sort is used for sorting primitives but for sorting objects, it's merge sort. </p>

<p>I wonder why this is so?</p>
"
"5617175","ArrayList replace element if exists at a given index?","<p>How to replace element if exists in an ArrayList at a given index?</p>
"
"28646889","How to reference a subarray of a two dimensional array as a single dimensional array in java","<p>I have a two dimensional array myArray[a][b]
what is the most elegant way of referencing the
single dimension array myArray[a][2] in Java.</p>
"
"6720108","How to use a char array in java if the size is unknown?","<p>If I don't know the size of array of chars I'm using, is there a way to use it without setting the size upfront ? </p>
"
"1740136","list of 2D array in java","<p>i have set of 2D arrays and i want store all 2D arrays into single list how can do this in java?</p>
"
"6565941","Is there any use of making an array final (immutable) in Java?","<p>Is there any reason why one would declare a array final?
say something like this </p>

<pre><code>final int[] array={1,2,33,21,11};
</code></pre>
"
"28747534","Why doesn't ArrayList class have a newInstance() method?","<p>Just a theoretical question, shouldn't the method call the empty constructor and thus return an empty list?</p>
"
"53177769","How to convert a chess co-ordinate into row, column for 2D array","<p>I'm totally stumped, and wondered if anyone knew a way to convert a user input of ""a1"" in chess to [][] in a 2D array?</p>
"
"61051439","How to write 2d arraylists in java?","<p>I know how to write <code>arraylists</code>, but don't quite know how to write <code>2d arraylists</code>. Can you guys help me?</p>
"
"45362226","How can I insert into an AVL tree that does not use rotation?","<p>I want to insert a vector with generic elements into an AVL tree without using rotations, It's possible?</p>
"
"13651771","C++ to java array conversions","<p>How can i convert a short* from c++ to a jshortArray from java?</p>

<p>I'm looking for some documentation online, but it's not easy to find.</p>
"
"53289687","JAVA 8 : How to initialize List Of List in one line","<p>Hello i want to initialize List Of list in one line </p>

<pre><code>List&lt;List&lt;Integer&gt;&gt; list = .....;
</code></pre>

<p>Thanks</p>
"
"61114530","Array index value increment ?i am trying to understand this - count[str.charAt(i)]++","<p>I'm having this doubt in this line of code, what will be array size when this code is executed:</p>

<p><code>count[str.charAt(i)]++</code></p>
"
"7232111","Java Array of Bytes","<p>If I create an array of bytes with <code>byte[]</code>, what would be the size of each element? Can they be resized/merged?</p>

<p>Thanks,</p>
"
"13712648","How do you store three different objects in a list array in Java","<p>I need to create a list array in java that can hold three different objects (Surname, forename, Result) and was wondering how to do that</p>
"
"28148696","How can I convert a video to byte array and then byte array back to video in parse?","<p>I am working on a project where I need to first convert video to byte array to reduce its size and then convert it back to video.</p>
"
"21395722","How do i make an arraylist in one class point to the same arraylist in another class? Java","<p>How do i make an arraylist in one class point to the same arraylist in another class without having to make a new arraylist or object? </p>
"
"45006250","How do I create an array that contains numbers and char?","<p>How do I create an array that contains numbers and char?
I need do create an array the should be looked like this: 3 / 1</p>
"
"28194623","Hive: apply lowercase to an array","<p>In Hive, how do I apply the lower() UDF to an Array of string?
Or any UDF in general. I don't know how to apply a ""map"" in a select query</p>
"
"9637130","Java equivalent of C# Array.GetLength(i)","<p>Does Java have a function that gets the length of a specified dimension of a multidimensional array?</p>
"
"42336445","How do I return true if ArrayList<Double> is empty?","<p>How do I Return true if the ArrayList is empty, false otherwise? </p>
"
"40415608","Display numbers in characters as integers","<pre><code>int value = 1234;
char[] chars = String.valueOf(value).toCharArray();
</code></pre>

<p>How would I display those value as integers?</p>
"
"21911684","why is it that we can't use ArrayList.get(-1) to get the last element of the ArrayList in java? it works in python though","<pre><code>ArrayList.get(-1) // why it will not return the last element?
</code></pre>
"
"37619136","Inventory Program Java Help Needed","<p>I am making an inventory program in java, I need to getItem from the index. I am a bit confused how to return the item from the index.</p>
"
"29153053","how can i compare an element stored in an Arraylist with an integer?","<p>i want to check elements in the ArrayList with integers given by users to see if that integer is already there in the list or not.</p>
"
"29153404","How to access an array thread safely in Java?","<p>Are operations on arrays in Java thread safe?</p>

<p>If not how to make access to an array thread safe in Java for both reads and writes?</p>
"
"22083312","Java Check Position of Array is not """" (Empty)","<p>I have a string array, and I want to check how many values in the array are empty. Can anyone help me out? Thanks!</p>
"
"11624220","Java - adding elements to list while iterating over it","<p>I want to avoid getting <code>ConcurrentModificationException</code>. How would I do it?</p>
"
"60664693","arrays (little a) work in java without the import statement (import java.util.Arrays), why is this?","<p>Edit: Previous question was not clearly worded sorry.
I was talking about the general arrays working such as int[], String[], char[], ect.</p>
"
"58930693","New String value on each execution","<p>There are 5 string values  (List).  Every time the code is executed it should pick up a different value from the previous one.</p>
"
"28523632","How can I define a method that can return the biggest variable in a array","<p>Like the title how it can accepts   an  array   of  int and returns the largest value   from    the array</p>
"
"5804550","How can I convert a String to a char array?","<p>Is there any function to do this kind of job or do one have to parse each char and add it to the array?</p>
"
"5814791","sorting string arraylist in android","<p>I have a string arraylist called <em>names</em>.  How do I sort the arraylist in alphabetical order?</p>
"
"12523961","Why java allows private String[][] var[]","<pre><code>private String[][] var[]
</code></pre>

<p>This code compiles. But shouldn't they make the array on type or variable?</p>
"
"5842213","Checking a column in 2-Dimensional Array","<p>i want to check only columns in a 8x8 array.is it require two for loop or only one for loop.</p>
"
"28666715","Is it possible to delete index of an array in java?","<p>I know that following similar thing is possible:-</p>

<ul>
<li>to delete a character from an array(by replacing with bblank space)</li>
</ul>
"
"28214631","Sorting an array of String based on the strings sizes (length)","<p>How do I sort an an array of <code>String</code> based on the strings sizes i.e <code>String#length</code>?</p>
"
"13842670","An array only allowing certain values 0-9 & A-F for Java","<p>Full working now and code is complete Thanks for the help.</p>
"
"5157664","Java: How to convert a String of Binary values to a Float and vice-versa?","<p>How do I convert the float value of 12345.12346f to a String of binary values, i.e. ""0011010101010101"", and vice-versa?</p>
"
"7705500","How to convert int [] to Big Integer?","<p>I would like to convert an integer array of values, which was original were bytes.</p>
"
"13878437","How to fill an array of characters from user input?","<p>I googled it a lot and found nothing!
Could someone help me with filling an array of characters from user input, please?</p>
"
"45970777","Does it matters where you put the square brackets when creating an Array","<p>Like <code>int [] i or int i []</code> is there any difference
I'm curious </p>
"
"29441807","How to check an array of an array for an object","<p>I am trying to check if a two-dimensional array contains an object, how would you do this?</p>
"
"5201092","Model a Rubix Cube in an Array Java","<p>Does anybody have any idea on how to model a rubix cube in an array? I can't seem to think of a way?</p>
"
"28314768","Arraylist and Inheritance in Java","<p>How do I put two different objects from two different classes which inherit from the same super class in one single array list?</p>
"
"60629005","How to get list of year in java between two value?","<p>I try to get list of year in java. For example i want to print year from 2018 until the current year only. Anyone can help me on this ? </p>
"
"12482275","Optimal way to sort an array","<p>I have an array in the form <code>[A,B,B,A,A]</code>. What is the optimized way to sort the array so I get <code>[A,A,A,B,B]</code>?</p>
"
"18285340","Split the String into a String array","<p>How can I split the following string to an array of {""George"", ""Washington""};</p>

<pre><code>String arr = ""George\nWashington"";
</code></pre>
"
"6630990","Java: A two dimensional array is stored in column-major or row-major order?","<p>In Java, is a multidimensional array stored in column-major or row-major order?</p>
"
"34849444","Why Array in Java always need to fixed size?","<p>As the title, i want to know why array always needs to fixed-size, instead of arrayList doesn't. Thanks </p>
"
"48859793","JAVA How to split by space and store into double array","<p>how can I read data from a text file, split and store each word/number into an array?</p>
"
"6937954","Java XML to Array","<p>Is there a function in java to convert a XML, which comes from an InputStream, into an Array?</p>

<p>Thanks for Answers</p>
"
"3061273","Send an Array with an HTTP Get","<p>How can i send an Array with a HTTP Get request?</p>

<p>I'm Using GWT client to send the request.</p>
"
"6943588","Can Java use String as an index array key? (ex: array[""a""]=1;)","<p>Can Java use a String as an index array key? Example:</p>

<pre><code>array[""a""] = 1;
</code></pre>
"
"59369156","Is there any way to extend a Array without copy or without using Arraylist and increase the array size dynamically?","<p>Say for example if I have a array A. I should not increase the array size by using Array copy or I should not use Arraylist.</p>
"
"59484391","How to Pass size to array for two dimensional Array in Swift","<p>Here Span is custom Class.</p>

<p>ArrayList[] tempArray = new ArrayList[count];</p>
"
"27087037","Printwrite always overwriting file","<p>im trying to match phone numbers so i could print them to a .txt file but im having a bit of trouble. </p>

<p>Thank you very much.</p>
"
"27094597","Filling in a matrix in java","<p>I need to fill in a matrix (a table) for my java assignment.  I'm not sure where to start could someone please help me set it up.
Thank you</p>
"
"3663944","What is the best way to remove the first element from an array?","<p>I have  string array (<code>String[]</code>) and I need to remove the first item. How can I do that efficiently? </p>
"
"27204977","Why is CopyOnWriteArrayList different than iterating over unmodifiableList?","<p>I am not able to understand why can't we achieve by just iterating over an immutable list rather than using this new implementation?</p>
"
"3675121","How do you write a method that prints objects in a array in java?","<p>How do you print objects in a array in java?</p>
"
"27208807","In a 2-dimensional array of integers, how can we place a new integer at a completly random spot in the 2-d array?","<p>Specifically, if we create a method that will generate this integer and place it at a random spot in the array.</p>
"
"27402861","Creating an array that stores strings and integers in java","<p>I would like to create an array that stores the names (String) and values (integer) of company stocks, but I don't know how to go about it. </p>
"
"53786255","Can you use an enhanced for each loop to add elements to an array?","<p>I know you cannot use an enhanced for loop to change the array elements, but what about adding things into an array?</p>

<p>Many thanks</p>
"
"7323890","Java:multidimensional array problem","<p>In a multidimensional array, is it possible to use the length variable to 
measure different dimensions other than the first? </p>
"
"7328491","How to read file bytes in Java?","<p>How do I read a byte from a file, and put it into a byte array without converting the byte to an integer?</p>
"
"7370065","Can you create a Java Iterator over a 2d array?","<p>Can you create a single Iterator that will step over all spaces in a 2d array?</p>
"
"7371354","How to assign a value to byte array","<pre><code>byte abc[]=""204.29.207.217"";
</code></pre>

<p>This is giving an error. Please, tell me correct the method.</p>
"
"55546523","Is it possible to have array index as char?","<p>count[str1.charAt(i)]</p>

<p>charAt() returns char type. How can char type be used as index in array</p>
"
"26196109","Java Array String[] name or String name[]","<p>I have a small question.</p>

<p>Is there any differences between:
  - String[] name
  and 
  String name[] </p>
"
"20928381","How to declare an imageIcon array?","<p>I am somewhat new to Java, so excuse this really dumb question. I was just wondering, how does one declare a 2D array of ImageIcons?</p>
"
"2915453","how to get HashTable values as Arraylist?","<p>Hashtable  hw</p>

<p>How can I convert its values to:</p>

<pre><code>ArrayList &lt;Word&gt; arr
</code></pre>

<p>thanks.</p>
"
"18575480","How to convert Byte array to ByteArrayOutputStream","<p>I need to convert a byte array to ByteArrayOutputStream so that I can display it on screen.</p>
"
"45423224","to reverse the elements of an array","<p>My code is generating <code>arrayIndexOutOfBound</code> exception. How to remove it ?</p>
"
"13210293","How to detect special characters like ^A in a byte array","<p>A file consisting of special characters like ^A is stored in a byte array.how to detect these special characters and remove them?  </p>
"
"37403452","Efficient way to store an array of only 0s and 1s in Java","<p>What is the most space efficient way of storing an array of 1s and 0s in Java?</p>
"
"26951385","In Java, why is the class ""Arrays"" plural?","<p>In Java, you <code>import HashMap;</code> and <code>import ArrayList;</code>, etc. So why is <code>import Arrays;</code> plural?</p>
"
"3746639","Assigning an array to an ArrayList in Java","<p>Is it possible to assign an <code>array</code> to an <code>ArrayList</code> in Java?</p>
"
"22123606","Suppression problems with generically typed Arrays","<p>Why does this give me a type safety warning?</p>

<pre><code>MyAwesomeObject&lt;T&gt;[] parent = new MyAwesomeObject[1];
</code></pre>
"
"4254868","Copy 2 array in a new one","<p>What is the best way (elegant/efficient) to copy two arrays into a new one ?</p>

<p>Regards,</p>

<p>F</p>
"
"29535572","how to take input from user and insert it in a arrayList","<p>i have a Student class and my arraylist is of type student .now,how do i take input from user and insert it in my arraylist?</p>
"
"4275482","How to convert a byte array to a string?","<p>How do I convert a byte array to a string? Is this the correct syntax?</p>

<pre><code>byteArray.toString();
</code></pre>
"
"29608204","Java - Pass double as arguments without giving actual value","<p>DeletedDeletedDeletedDeletedDeletedDeletedDeleted</p>
"
"27604551","Convert List of object arrays to list of objects in Java","<p>Is there any Utility function in Java to convert <code>List&lt;Object[]&gt;</code> to <code>List&lt;Object&gt;</code></p>
"
"22420962","Java replacing char at index","<p>I'm wanting to replace a character at in a string</p>
"
"43834422","Which is faster - inserting an element at the end of an array or a linked list","<p>Which is faster - inserting an element at the end of an array or a linkedlist ?</p>
"
"22836633","Arraylist index calculation java","<p>I have array list that each indexes has value either 0 or 1.I want to find that continuously three indexes has the value 1.How do I find it?</p>
"
"62707259","Does java really support rectangular arrays? If not what are non-jagged arrays called in java?","<p>For example,
<code>int[][] numbers=new int[3][5];</code>
is clearly not a jagged array.
Can it be called a rectangular array?</p>
"
"62767584","Is there a material difference between pop() and remove() in Java ArrayDeque?","<p>Both remove and pop remove and return an element from the front of the Queue. They both throw an exception if there's an empty Queue.</p>
"
"15271306","Convert String to array of integer in java","<p>Outline how a Java program could convert a string such as “1,2,3,4,5” into an array 
({1, 2, 3, 4,5})</p>
"
"15859558","Hash Table Size Setting","<p>Do you always have to know the size of the <code>array</code> for a <code>Hashtable</code> prior to creating the <code>array</code>?</p>
"
"29642256","How to jumble the elements in an integer array?","<p>When an Double Integer is given and the digits of that integer are pushed into array. How to jumble these digits in the array?</p>
"
"5483330","How does one convert a HashMap to a List in Java?","<p>In Java, how does one get the values of a <code>HashMap</code> returned as a <code>List</code>?</p>
"
"32206776","Last removed element from an Array/List in Java?","<p>How do you know the last removed element from an Array/List in Java? Interviewer asked me this Question.</p>
"
"5888407","In Java: List, ArrayList and Map, HashMap","<p>Is List:ArrayList::Map:HashMap ?</p>

<p>And if not, what are the differences in how these relate to each other?</p>
"
"36843289","I have a text and i have to store it in Array then get all punctuations out and the printed text should be in lowCase. I am new in Java","<p>For exemple : ""Today is a big day! I asked Questions about Java"" should be like ""today is a big day i asked questions about java""</p>
"
"7028615","How to create base64Binary data?","<p>What is base64Binary and how can I create base64Binary from a given byte array in Java?</p>
"
"7034981","convert byte[] to Object File in Java","<p>What is the best way to convert  a byte[] to Object java.io.File? i dont want write this in the disk just get a object File.</p>
"
"32388743","How to add an Object into a certain x,y position in a 2D array of Objects","<p>I am making a game in Java and need to add an Object into a certain part of a 2D 4x4 array of null objects. How would I do that? </p>
"
"63936646","Convertion array ['xx=yy'] to map of xx=yy","<p>i have an array of object like this [&quot;statusCode=1&quot;] but i need it as &quot;statusCode&quot;=&quot;1&quot;</p>
"
"63944448","Storing multiple objects in a single array element in Java","<p>Is it possible to store multiple objects in a single array element and if so, what would be the best method to go about doing that?</p>
"
"14827266","Converting a file to short array and vice versa","<p>How can I read a <code>short</code> array from a file e.g. audio or video file? And how can I write it back to the file?</p>
"
"14852648","JList - get number of selected elements in multi-select list","<p>How do i get the number of selected elements from my jlist? So that i can create an int[] array and add the selected indices to this array.</p>
"
"16124732","How to write an array to allocate space for 5 things","<p>I need to write an array to allocate space for 5 things for a program that I'm writing in Java, which I am new to, and need help.</p>
"
"61356865","How to add element to that variable list like this ""List<Object[]> listObject"" in java?","<p>I don't know how to add element if the type data in squareBracket is array.</p>
"
"61361897","Why can't we directly print Arrays in java?","<p>why do we have to convert the arrays into string using toString() before printing them? why can't we print them directly ?</p>
"
"37199056","Check for Winner Tic Tac Toe game Java","<p>Problem hasn't been solved yet, but had to be taken down.</p>
"
"22341024","Searching a list","<p>Never mind, I figured it out:</p>

<pre><code>public class AnimalSearch
{
    public static void main(String[] args)

    }
}
</code></pre>
"
