Body,Score,ParentId
"<p>You can't. You can only declare the array <em>reference</em> final, which has nothing to do with making the array immutable. Arrays are never immutable in Java.</p>
","0","6565941"
"<p>An alternative ugly method:</p>

<pre><code>   String[] a ={""BLAH00001"",""DIK-11"",""DIK-2"",""MAN5""};
   String[] k=Arrays.toString(a).split("", "",2)[1].split(""]"")[0].split("", "");
</code></pre>
","-8","3663944"
"<p>see the code below of arraylist default it is 10 when u create 
List l = new ArrayList();</p>

<pre><code>   public class ArrayList&lt;E&gt; extends AbstractList&lt;E&gt; implements List&lt;E&gt;,
           Cloneable, Serializable, RandomAccess {

          private static final long serialVersionUID = 8683452581122892189L;

          private transient int firstIndex;

          private transient int lastIndex;

          private transient E[] array;

          /**
           * Constructs a new instance of {@code ArrayList} with ten capacity.
           */
          public ArrayList() {
              this(10);
          }
</code></pre>
","0","3767979"
"<p>You would do it like so:</p>

<pre><code>int array[][3] = {{0,0,0},{1,0,0}};
</code></pre>

<p>Only the first dimension may be omitted.</p>
","3","15560378"
"<p>Well, what about <a href=""http://download.oracle.com/javase/6/docs/api/java/math/BigInteger.html#BigInteger%28byte%5b%5d%29"" rel=""nofollow"">new BigInteger(byte[] val)</a>?</p>

<p>To quote the API docs I linked to:</p>

<blockquote>
  <p>Translates a byte array containing the two's-complement binary representation of a BigInteger into a BigInteger. The input array is assumed to be in big-endian byte-order: the most significant byte is in the zeroth element.</p>
</blockquote>
","2","7705500"
"<pre><code>arr.length 
</code></pre>

<p>will be the number of rows</p>

<pre><code>arr[x].length
</code></pre>

<p>will be the number of columns in row <code>x</code>.</p>
","9","3852867"
"<p>Like this:</p>

<pre><code>int array[2][3] = {{0,0,0},{1,0,0}};
</code></pre>

<p>Or this, because the first dimension is optional:</p>

<pre><code>int array[][3] = {{0,0,0},{1,0,0}};
</code></pre>

<p>And by the way, in Java the idiomatic way to declare the same array is this:</p>

<pre><code>int[][] array = {{0,0,0},{1,0,0}}; // [][] goes before the variable name
</code></pre>
","3","15560378"
"<p>The Best way to convert bytearray to String is </p>

<pre><code>public void convertByteArrayToString(Charset encoding) {

        byte[] byteArray = new byte[] {87, 79, 87, 46, 46, 46};

        String value = new String(byteArray, encoding);

        System.out.println(value);
    }
</code></pre>
","3","4275482"
"<p>You can find the number of rows as:</p>

<pre><code>arr.length
</code></pre>

<p>In Java all the rows need not have same number of elements. You can find the number of elements in the row <code>i</code> as:</p>

<pre><code>arr[i].length
</code></pre>
","6","3852867"
"<p>First, make sure you know in which format your <code>int[]</code> is meant to be interpreted.</p>

<p>Each int can be seen as consisting of four bytes, and these bytes together can be converted to an BigInteger. The details are the byte order - which byte is the most and which one the least significant?</p>

<p>Also, do you have a signed or unsigned number?</p>

<p>A simple way to convert your <code>int</code>s to <code>byte</code>s (for latter use in a BigInteger constructor) would be to use <code>ByteBuffer</code> and wrap an IntBuffer around it.</p>

<pre><code>public BigInteger toBigInteger(int[] data) {
    byte[] array = new byte[data.length * 4];
    ByteBuffer bbuf = ByteBuffer.wrap(array);
    IntBuffer ibuf = bbuf.asIntBuffer();
    ibuf.put(data);
    return new BigInteger(array);
}
</code></pre>

<p>Obvious adaptions would be to set the byte order of <code>bbuf</code>, or use another BigInteger constructor (for unsigned).</p>
","3","7705500"
"<pre><code>Rows - arr.length
Columns -arr[rowNumber].length //Each row can have different number of elements
</code></pre>
","4","3852867"
"<p>If you have <code>HashMap&lt;String, SomeObject&gt; hashMap</code> then:</p>

<pre class=""lang-java prettyprint-override""><code>hashMap.values().toArray();
</code></pre>

<p>Will return an <code>Object[]</code>. If instead you want an array of the type <code>SomeObject</code>, you could use:</p>

<pre class=""lang-java prettyprint-override""><code>hashMap.values().toArray(new SomeObject[0]);
</code></pre>
","52","1090556"
"<p>You can do it like this:</p>

<pre><code>private Object[] myObjects = new Object[5];
</code></pre>

<p>Change the type as needed.</p>
","2","16124732"
"<p>There is also <a href=""https://google.github.io/guava/releases/snapshot/api/docs/com/google/common/collect/ImmutableSet.html"" rel=""noreferrer""><code>ImmutableSet</code></a> from <a href=""https://github.com/google/guava"" rel=""noreferrer"">Guava</a> as an option (<a href=""https://github.com/google/guava/wiki/ImmutableCollectionsExplained"" rel=""noreferrer"">here</a> is the documentation):</p>

<pre><code>ImmutableSet.copyOf(list);
</code></pre>
","21","203984"
"<p>There is nothing built in, but you could certainly <a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/base/Joiner.html#join%28java.lang.Object%5b%5d%29"" rel=""nofollow"">join</a> all of the elements in your array and pass the resulting string into the <a href=""http://docs.oracle.com/javase/6/docs/api/java/util/Scanner.html#Scanner%28java.lang.String%29"" rel=""nofollow"">Scanner constructor</a>.</p>

<p>A solution with better performance but a greater time investment is to implement <a href=""http://docs.oracle.com/javase/6/docs/api/java/lang/Readable.html"" rel=""nofollow"">Readable</a> by wrapping your array, and keeping track of the current element in the array and the current position in that element's string representation. You can then fill the buffer with data from the backing array as the Scanner <a href=""http://docs.oracle.com/javase/6/docs/api/java/lang/Readable.html#read%28java.nio.CharBuffer%29"" rel=""nofollow"">reads</a> from your Readable object. This approach lets you lazily stream data from your array into the Scanner, but at the cost of requiring you to write some code.</p>
","1","3899696"
"<p>See <a href=""http://download-llnw.oracle.com/javase/6/docs/api/java/util/Arrays.html#copyOfRange%28byte[],%20int,%20int%29"" rel=""nofollow noreferrer"">Arrays.copyOfRange</a> for help. You could use this in a loop to split your array into several smaller chunks.</p>
","0","3405195"
"<p>Use <a href=""http://docs.oracle.com/javase/6/docs/api/java/util/ArrayList.html#addAll%28java.util.Collection%29"" rel=""noreferrer""><code>ArrayList.addAll()</code></a>. Something like this should work (assuming lists contain <code>String</code> objects; you should change accordingly).</p>

<pre><code>List&lt;String&gt; combined = new ArrayList&lt;String&gt;();
combined.addAll(firstArrayList);
combined.addAll(secondArrayList);
combined.addAll(thirdArrayList);
</code></pre>

<h2>Update</h2>

<p>I can see by your comments that you may actually be trying to create a 2D list. If so, code such as the following should work:</p>

<pre><code>List&lt;List&lt;String&gt;&gt; combined2d = new ArrayList&lt;List&lt;String&gt;&gt;();
combined2d.add(firstArrayList);
combined2d.add(secondArrayList);
combined2d.add(thirdArrayList);
</code></pre>
","50","8625247"
"<p>List and Map are interfaces their implementations are ArrayList and HashMap </p>
","2","5888407"
"<p>What about using java.util.Arrays.asList to simplify merging?</p>

<pre><code>List&lt;String&gt; one = Arrays.asList(""one"",""two"",""three"");
List&lt;String&gt; two = Arrays.asList(""four"",""five"",""six"");
List&lt;String&gt; three = Arrays.asList(""seven"",""eight"",""nine"");

List&lt;List&lt;String&gt;&gt; merged = Arrays.asList(one, two, three);
</code></pre>
","9","8625247"
"<p>Yes. An ArrayList is a concrete implementation of a List, and a HashMap is a concrete implementation of a Map. </p>
","2","5888407"
"<p>If you're asking whether or not HashMap implements the Map interface, like ArrayList implements the List interface, then yes.</p>

<pre><code>public class ArrayList&lt;E&gt;
extends AbstractList&lt;E&gt;
implements List&lt;E&gt;, RandomAccess, Cloneable, Serializable

public class HashMap
extends AbstractMap
implements Map, Cloneable, Serializable
</code></pre>
","6","5888407"
"<p>Also you can use</p>

<pre><code>ArrayList&lt;Word&gt; arr = Collections.list(hw.keys());
</code></pre>

<p>for keys as ArrayList</p>
","9","2915453"
"<pre><code>for(int a=0;a&lt;myArray.size();a++){
        for(int b=a+1;b&lt;myArray.size();b++){
            if(myArray.get(a).equalsIgnoreCase(myArray.get(b))){
                myArray.remove(b); 
                dups++;
                b--;
            }
        }
}
</code></pre>
","1","203984"
"<p>make sure the handset that you have provisioned to is capable of cldc 1.1 which is needed for floating point numbers, you can change how the emulator behaves in its settings to represent a cldc 1.0 device if that is what you are building for</p>
","0","1072615"
"<pre><code>System.arraycopy
</code></pre>

<p>(which gives you the ability to copy arbitrary portions of an array via the <code>offset</code> and <code>length</code> parameters). Or</p>

<pre><code>java.util.Arrays.copyOf
</code></pre>

<p>Which was added in JDK 6 and is a generic method so it can be used:</p>

<pre><code>Integer[] is = new Integer[] { 4, 6 }
Integer[] copy = Arrays.copyOf(is, is.length);
</code></pre>

<p>Or it can narrow a type:</p>

<pre><code>Number[] is = new Number[]{4, 5};
Integer[] copy = Arrays.copyOf(is, is.length, Integer[].class);
</code></pre>

<p>Note that you can also use the <strong><code>clone</code> method</strong> on an array:</p>

<pre><code>Number[] other = is.clone();
</code></pre>
","14","1366303"
"<p>You can either use array declaration or array literal (but only when you declare and affect the variable right away, array literals cannot be used for re-assigning an array). </p>

<p>For primitive types: </p>

<pre><code>int[] myIntArray = new int[3];
int[] myIntArray = {1, 2, 3};
int[] myIntArray = new int[]{1, 2, 3};

// Since Java 8. Doc of IntStream: https://docs.oracle.com/javase/8/docs/api/java/util/stream/IntStream.html

int [] myIntArray = IntStream.range(0, 100).toArray(); // From 0 to 99
int [] myIntArray = IntStream.rangeClosed(0, 100).toArray(); // From 0 to 100
int [] myIntArray = IntStream.of(12,25,36,85,28,96,47).toArray(); // The order is preserved.
int [] myIntArray = IntStream.of(12,25,36,85,28,96,47).sorted().toArray(); // Sort 
</code></pre>

<p>For classes, for example <code>String</code>, it's the same:</p>

<pre><code>String[] myStringArray = new String[3];
String[] myStringArray = {""a"", ""b"", ""c""};
String[] myStringArray = new String[]{""a"", ""b"", ""c""};
</code></pre>

<p>The third way of initializing is useful when you declare the array first and then initialize it. The cast is necessary here.</p>

<pre><code>String[] myStringArray;
myStringArray = new String[]{""a"", ""b"", ""c""};
</code></pre>
","2788","1200621"
"<p>You can use java collections for this. That way you no need to worry about the size being entered by the user. I suggest <a href=""http://guava-libraries.googlecode.com/svn/tags/release03/javadoc/com/google/common/collect/Multimap.html"" rel=""nofollow"">Multimap</a>.</p>
","1","8996612"
"<p>Yes. Just as an ArrayList is an implementation of the List interface, similarly, HashMap is an implementation of the Map interface.</p>
","1","5888407"
"<p>You can use <code>Comparator</code> on the Objects only.You can't on the primitive types.<br>
By using <em>ArrayUtils</em> class you can convert primitive array to wrapper and vice-versa .<br>
So Use Apache Commons <a href=""http://commons.apache.org/proper/commons-lang/javadocs/api-3.1/org/apache/commons/lang3/ArrayUtils.html"" rel=""nofollow"">ArrayUtils</a> class.  </p>

<pre><code>Integer objectArray = ArrayUtils.toObject(array);   
Arrays.sort(objectArray,new MyComparator());
int[] sortedArray = ArraysUtils.toPrimitive(objectArray);
</code></pre>
","1","18560452"
"<p>My suggestion would be something like a <code>List</code>. So, as an example, if a user enters <code>5</code>, you'd have a <code>List&lt;Object[]&gt;</code> which we could call <code>l</code>. Then you could <code>add</code> a <code>new Object[]</code> for however many times the user entered, which in this case is <code>5</code>. This is an addendum to Pangea's answer, which is actually sufficient and includes a really good suggestion to use <a href=""http://docs.oracle.com/javase/tutorial/collections/intro/index.html"" rel=""nofollow"">Java's Collection Classes</a>. You can read more about <code>Lists</code> and an implementation of a <code>List</code> called <code>LinkedList</code> <a href=""http://docs.oracle.com/javase/6/docs/api/java/util/List.html"" rel=""nofollow"">here</a> and <a href=""http://docs.oracle.com/javase/6/docs/api/java/util/LinkedList.html"" rel=""nofollow"">here</a> respectively.</p>
","0","8996612"
"<p>Use the <strong>Arrays.toString()</strong> method on the array.
For example:</p>

<pre><code>int[] arrayOfInts = {1, 2, 3};
Scanner s = new Scanner(Arrays.toString(arrayOfInts));

while (s.hasNext()) {
    System.out.println(s.next());
}
</code></pre>

<p>Will print out:</p>

<pre><code>[1,
2,
3]
</code></pre>
","1","3899696"
"<p>Assumed you want to create <code>5 int</code> arrays of size <code>7</code> you could so:</p>

<pre><code>int a=7;
int b=5;
int name[][] = new int[b][a]; 
</code></pre>
","0","8996612"
"<p>I believe an ArrayList implements the List interface and is a collection of objects which you can access using an index just like an 'array'.</p>

<p>HashMap implements the Map interface and maps keys to values just like a 'hashtable'. </p>
","0","5888407"
"<pre><code>Scanner scan = new Scanner (System.in);

for (int i=0; i&lt;=4, i++){

    System.out.printf(""Enter value at index""+i+"" :"");

    anArray[i]=scan.nextInt();

}
</code></pre>
","-1","2795350"
"<pre><code>ArrayList&lt;Matrices&gt; list = new ArrayList&lt;Matrices&gt;();
list.add( new Matrices(1,1,10) );
list.add( new Matrices(1,2,20) );
</code></pre>
","74","3982550"
"<p>Alternatively,</p>

<pre><code>// Either method works
String arrayName[] = new String[10];
String[] arrayName = new String[10];
</code></pre>

<p>That declares an array called <code>arrayName</code> of size 10 (you have elements 0 through 9 to use).</p>
","27","1200621"
"<p>Use the static <code>List list = Arrays.asList(stringArray)</code> or you could just iterate over the array and add the strings to the list.</p>
","29","6026813"
"<p>No. You can take a guess at a mimetype from the content data itself, but the filename is not in there.</p>
","5","9884908"
"<p>Well, this doesn't require an answer but I think I must make you understand the reason behind this.</p>

<p>All the basic data types or primitive data types can only be compared in the order of their natural ordering. This is enforced by the language specification.</p>

<p><strong>Natural Ordering</strong>: means that the obvious way how a group is arranged in nature. For e.g. if you consider natural numbers it is always true that <code>1 &lt; 2 &lt; 3 &lt; ... &lt; 10</code> and same is the case with other primitives like <code>char</code> etc.</p>

<p>This also makes a lot of sense and helps in optimization, because the primitive data types are used in the language in lot of places (like loop counters, switch statements etc) and the compiler can actually optimize a lot of things if it can assume the natural order of a type of variables.</p>

<p>There are many more points, but I am sure you got the reason why Arrays default sort doesn't provide custom Comparator for primitive data types.</p>
","0","18560452"
"<p>Well, System.arraycopy(src, fromPos, dest, toPos, length) is generally considered faster than Arrays.copyOfRange.</p>

<pre><code>byte[] source = ...read it from somewhere...;
byte[] newArray = new byte[64];
System.arraycopy(source, 0, newArray, 0, 64);
</code></pre>
","2","3405195"
"<pre><code>List&lt;String&gt; strings = Arrays.asList(new String[]{""one"", ""two"", ""three""});
</code></pre>

<p>This is <em>a list view</em> of the array, the list is partly unmodifiable, you can't add or delete elements. But the time complexity is O(1).</p>

<p>If you want a modifiable a List:</p>

<pre><code>List&lt;String&gt; strings = 
     new ArrayList&lt;String&gt;(Arrays.asList(new String[]{""one"", ""two"", ""three""}));
</code></pre>

<p>This will copy all elements from the source array into a new list (complexity: O(n))</p>
","256","6026813"
"<p>The header field that you may be looking for is called <a href=""http://www.ietf.org/rfc/rfc2183.txt"" rel=""nofollow""><code>Content-Disposition</code></a>. If you're downloading an attachment, then there may be a file name in that field:</p>

<pre><code>Content-Disposition: attachment;filename=abc.txt
</code></pre>

<p>But there's no guarantee that you'll have such a file name available. Also, this may only apply to HTTP and E-Mail content. From your question, it's not clear where your data's origin is...</p>
","1","9884908"
"<p>There are various ways in which you can declare an array in Java:</p>

<pre><code>float floatArray[]; // Initialize later
int[] integerArray = new int[10];
String[] array = new String[] {""a"", ""b""};
</code></pre>

<p>You can find more information in the <a href=""http://java.sun.com/docs/books/tutorial/java/nutsandbolts/arrays.html"" rel=""noreferrer"">Sun tutorial</a> site and the <a href=""http://java.sun.com/j2se/1.5.0/docs/api/java/util/Arrays.html"" rel=""noreferrer"">JavaDoc</a>.</p>
","40","1200621"
"<pre><code>import java.util.Collections;

List myList = new ArrayList();
String[] myArray = new String[] {""Java"", ""Util"", ""List""};

Collections.addAll(myList, myArray);
</code></pre>
","21","6026813"
"<pre><code>byte[] bytes = ....;
ByteArrayOutputStream baos = new ByteArrayOutputStream(bytes.length);
baos.write(bytes, 0, bytes.length);
</code></pre>

<p>Method description:</p>

<blockquote>
  <p>Writes len bytes from the specified byte array starting at offset off to this byte array output stream.</p>
</blockquote>
","49","18575480"
"<pre><code>List&lt;String&gt; list = ..;
String[] array = list.toArray(new String[0]);
</code></pre>

<p>For example:</p>

<pre><code>List&lt;String&gt; list = new ArrayList&lt;String&gt;();
//add some stuff
list.add(""android"");
list.add(""apple"");
String[] stringArray = list.toArray(new String[0]);
</code></pre>

<p>The <code>toArray()</code> method without passing any argument returns <code>Object[]</code>. So you have to pass an array as an argument, which will be filled with the data from the list, and returned. You can pass an empty array as well, but you can also pass an array with the desired size.</p>

<p><strong>Important update</strong>: Originally the code above used <code>new String[list.size()]</code>. However, <a href=""http://shipilev.net/blog/2016/arrays-wisdom-ancients/"" rel=""noreferrer"">this blogpost</a> reveals that due to JVM optimizations, using <code>new String[0]</code> is better now.</p>
","1850","4042434"
"<p>You have two choices:</p>

<ul>
<li><code>System.arraycopy(...)</code></li>
<li><code>Array.copyOfRange(...)</code></li>
</ul>

<p>both of them work the same way but while first one only manages copy, second one is meant to be used to allocate the new chunk at the same time.</p>

<p>I benchmarked them with a result that <code>System.arraycopy</code> is faster if you manage to allocate chunks all together before splitting your array but slightly slower if you allocate them whle you copy: in this case you should use <code>Array.copyOfRange</code>.</p>
","1","3405195"
"<pre><code>Type[] variableName = new Type[capacity];

Type[] variableName = {comma-delimited values};



Type variableName[] = new Type[capacity]; 

Type variableName[] = {comma-delimited values};
</code></pre>

<p>is also valid, but I prefer the brackets after the type, because it's easier to see that the variable's type is actually an array.</p>
","130","1200621"
"<pre><code>List &lt;String&gt; list = ...
String[] array = new String[list.size()];
int i=0;
for(String s: list){
  array[i++] = s;
}
</code></pre>
","5","4042434"
"<p>In general, you can use a <a href=""http://download.oracle.com/javase/6/docs/api/java/util/List.html"" rel=""nofollow""><code>java.util.List</code></a> when you don't know the size up front.</p>

<pre><code>List&lt;Character&gt; chars = new ArrayList&lt;Character&gt;();
chars.add('f');
chars.add('o');
chars.add('o');
</code></pre>

<p>Depending on your needs, a <a href=""http://download.oracle.com/javase/6/docs/api/java/lang/StringBuilder.html"" rel=""nofollow""><code>StringBuilder</code></a> might make more sense than a <code>List&lt;Character&gt;</code>.</p>

<pre><code>StringBuilder sb = new StringBuilder();
sb.append('f')
  .append('o')
  .append('o');
</code></pre>

<p><s>If you want to get really slick, use <a href=""http://trove.starlight-systems.com/"" rel=""nofollow"">Trove</a> for its list-of-primitives so you can work with the (third-party equivalent of) a <code>List&lt;char&gt;</code>.</s> nevermind. Trove <a href=""http://trove4j.sourceforge.net/javadocs/index-files/index-17.html"" rel=""nofollow"">does not have</a> a <code>TCharArrayList</code>.</p>
","2","6720108"
"<p>You can't display a ByteArrayOutputStream.  What I suspect you are trying to do is</p>

<pre><code>byte[] bytes = ...
String text = new String(bytes, ""UTF-8""); // or some other encoding.
// display text.
</code></pre>

<p>You can make ByteArrayOutputStream do something similar but this is not obvious, efficient or best practice (as you cannot control the encoding used)</p>
","0","18575480"
"<p>Use <code>get(index)</code>, <code>set(index, object)</code>, <code>insert(index, object)</code> and <code>add(object)</code> methods for this.</p>

<p>Example:</p>

<pre><code>List&lt;String&gt; list0 = new ArrayList&lt;String&gt;();
list0.add(""this"");
list0.add(""is"");
list0.add(""an"");
list0.add(""answer"");

List&lt;String&gt; list1 = new ArrayList&lt;String&gt;();
list1.add(list0.get(1));
list1.add(list0.get(3));
list1.insert(1, list0.get(0));
</code></pre>

<p>The resulting list1 will be: ""is"", ""this"", ""answer"".</p>
","0","10151867"
"<p>I find it is helpful if you understand each part:</p>

<pre><code>Type[] name = new Type[5];
</code></pre>

<p><code>Type[]</code> is the <em>type</em> of the <em>variable</em> called name (""name"" is called the <em>identifier</em>).  The literal ""Type"" is the base type, and the brackets mean this is the array type of that base. Array types are in turn types of their own, which allows you to make multidimensional arrays like <code>Type[][]</code> (the array type of Type[]). The keyword <code>new</code> says to allocate memory for the new array.  The number between the bracket says how large the new array will be and how much memory to allocate. For instance, if Java knows that the base type <code>Type</code> takes 32 bytes, and you want an array of size 5, it needs to internally allocate 32 * 5 = 160 bytes.</p>

<p>You can also create arrays with the values already there, such as</p>

<pre><code>int[] name = {1, 2, 3, 4, 5};
</code></pre>

<p>which not only creates the empty space but fills it with those values. Java can tell that the primitives are integers and that there are 5 of them, so the size of the array can be determined implicitly.</p>
","32","1200621"
"<p>Can you use a String or a StringBuilder and then convert it to a char array later?</p>
","0","6720108"
"<p>The <a href=""http://download.oracle.com/javase/6/docs/api/java/util/Map.html"" rel=""nofollow"">Map</a> collection has a <code>keySet()</code> method, and I think that's the closest thing to PHP's associative arrays in Java. </p>
","1","4830955"
"<p>use <code>Intent</code> for passing value to another class(extends activity) <code>intentObj.putExtras()</code> will help.</p>

<p>to put:</p>

<pre><code>ArrayList&lt;String&gt; arrayList= new ArrayList&lt;String&gt;();
arrayList.add(""hello"");
arrayList.add(""there"");
Intent intent = new Intent(getApplicationContext(), secondClass.class);
        intent.putStringArrayListExtra(""pass_list"", arrayList);
        startActivity(intent);
</code></pre>

<p>to get</p>

<pre><code>ArrayList&lt;String&gt; arrayList= getIntent().getStringArrayListExtra(""pass_list"");
</code></pre>
","3","10151867"
"<p>Also, in case you want something more dynamic there is the List interface.  This will not perform as well, but is more flexible:</p>

<pre><code>List&lt;String&gt; listOfString = new ArrayList&lt;String&gt;();

listOfString.add(""foo"");
listOfString.add(""bar"");

String value = listOfString.get(0);
assertEquals( value, ""foo"" );
</code></pre>
","26","1200621"
"<ul>
<li>Create an array of the right size (by going through and summing the lengths of all the source arrays)</li>
<li>Repeatedly call <code>System.arraycopy</code> to copy one source array at a time into the target array, updating the place where you copy it to on each iteration.</li>
</ul>

<p>So something like:</p>

<pre><code>public static double[] Combine(double[][] arrays)
{
    int totalLength = 0;
    for (double[] source : arrays)
    {
        totalLength += source.length;
    }
    double[] ret = new double[totalLength];
    int index = 0;
    for (double[] source : arrays)
    {
        System.arraycopy(source, 0, ret, index, source.length);
        index += source.length;
    }
    return ret;
}
</code></pre>
","4","1716110"
"<p>Well, in Java I think the only way to have non integer keys is to use the Map class:</p>

<p><a href=""http://download.oracle.com/javase/6/docs/api/java/util/Map.html"" rel=""nofollow"">http://download.oracle.com/javase/6/docs/api/java/util/Map.html</a></p>

<p>And as you can see it has a keySet function.</p>
","0","4830955"
"<p>I hope I understand your question correctly.</p>

<p>An ArrayList is a list of Object types. If you wish to add an ArrayList as the item in your ArrayList, then you can do this.</p>

<p>An example</p>

<pre><code>ArrayList list = new ArrayList();

ArrayList list2 = new ArrayList();
ArrayList list3 = new ArrayList();

list.add(list2);
list.add(list3);
</code></pre>

<p>This will result in your first ArrayList (list) containing two arraylists in position 0 and 1.</p>

<p>If however you are looking to add the contents of several ArrayLists to a single list of elements, then you use addAll on the  ArrayList. Such as</p>

<pre><code>ArrayList consolidatedList = new ArrayList();
list.addAll(list2);
list.addAll(list3);
</code></pre>
","3","4042849"
"<p>A <em>File object</em> doesn't contain the content of the file. It is only a pointer to the file on your hard drive (or other storage medium, like an SSD, USB drive, network share). So I think what you want is writing it to the hard drive.</p>

<p>You have to write the file using some classes in the Java API</p>

<pre><code>BufferedOutputStream bos = new BufferedOutputStream(new FileOutputStream(yourFile));
bos.write(fileBytes);
bos.flush();
bos.close();
</code></pre>

<p>You can also use a Writer instead of an OutputStream. Using a writer will allow you to write text (String, char[]).</p>

<pre><code>BufferedWriter bw = new BufferedWriter(new FileWriter(yourFile));
</code></pre>

<p>Since you said you wanted to keep everything in memory and don't want to write anything, you might try to use <code>ByteArrayInputStream</code>. This simulates an InputStream, which you can pass to the most of the classes.</p>

<pre><code>ByteArrayInputStream bais = new ByteArrayInputStream(yourBytes);
</code></pre>
","89","6828634"
"<p>You can use Collection class's addAll method to add all elements of an arraylist to another.</p>

<p>See the documentation <a href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collection.html#addAll%28java.util.Collection%29"" rel=""nofollow"">http://docs.oracle.com/javase/7/docs/api/java/util/Collection.html#addAll%28java.util.Collection%29</a></p>
","0","10151867"
"<p>Please refer to this article: </p>

<p><a href=""http://www.mkyong.com/java/how-to-read-file-from-java-bufferedreader-example/"" rel=""nofollow"">http://www.mkyong.com/java/how-to-read-file-from-java-bufferedreader-example/</a></p>

<p>specifically:</p>

<pre><code>    BufferedReader br = null;

    try {

        String sCurrentLine;

        br = new BufferedReader(new FileReader(""C:\\testing.txt""));

        while ((sCurrentLine = br.readLine()) != null) {
            System.out.println(sCurrentLine);
        }

    } catch (IOException e) {
        e.printStackTrace();
    } 
</code></pre>
","1","19851086"
"<p>The <code><a href=""http://java.sun.com/j2se/1.5.0/docs/api/index.html?java/lang/Object.html"" rel=""nofollow noreferrer"">toArray()</a></code> method sounds like a good choice.</p>

<p><strong>Update:</strong> Although, as folks have kindly pointed out, this works with ""boxed"" values. So a plain <code>for</code>-loop looks like a very good choice, too.</p>
","4","1565483"
"<p>Use a FileOutputStream.</p>

<pre><code>FileOutputStream fos = new FileOutputStream(objFile);
fos.write(objFileBytes);
fos.close();
</code></pre>
","5","6828634"
"<p><a href=""http://download.oracle.com/javase/1.4.2/docs/api/java/util/HashMap.html#keySet"" rel=""nofollow"">http://download.oracle.com/javase/1.4.2/docs/api/java/util/HashMap.html#keySet</a>()</p>

<p>This returns you a Java Set of the keys :)</p>

<p>Another way is to iterate the Map and store the keys in Array/ArrayList</p>
","0","4830955"
"<p>I didn't actually get what you want to do. Do you want to add all elements from different ArrayLists to one resulting ArrayList? If so, use <code>ArrayList#addAll(Collection collection)</code> method.</p>

<p>If you want an ArrayList of ArrayLists, use <code>ArrayList#add(Object o)</code> method. You can also parameterize your resulting ArrayList like this:</p>

<p><code>List&lt;ArrayList&gt; res = new ArrayList&lt;ArrayList&gt;()</code></p>
","1","4042849"
"<p>You can use this method from the Guava library, which is open-source and will have an actual binary release probably later this month:
<a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/primitives/Doubles.html#concat(double[]...)"" rel=""nofollow noreferrer"">Doubles.concat(double[]...)</a></p>
","1","1716110"
"<p>Something like:</p>

<pre><code>Class[] classes = new Class[] {Class1.class, Class2.class};
</code></pre>

<p>Though I'm not quite sure what your question is...</p>
","2","11285573"
"<p>You can always utilize the <code><a href=""http://docs.oracle.com/javase/6/docs/api/java/util/AbstractList.html#subList%28int,%20int%29"" rel=""nofollow"">subList(int, int)</a></code> method</p>

<pre><code>list.subList(100,list.size()).iterator();
</code></pre>
","3","20140744"
"<p>Let me see if got this right, i know that php arrays have keys and values, nevertheless in java thins does not work like that arrays and list are index base, this means that your keys are just index in natural order. if you can shared some code to look what do you exactly need that would be perfect, but in the mean time you might use <a href=""http://download.oracle.com/javase/6/docs/api/java/util/Map.html"" rel=""nofollow"">Map</a></p>

<pre><code> Map&lt;String,String&gt; hashMap = new HashMap&lt;String,String&gt;();
 hashMap.put(""Key1"",""Value1"");
 hashMap.put(""Key2"",""Value2"");
 hashMap.put(""Key3"",""Value3"");
 hashMap.put(""Key4"",""Value4"");
</code></pre>

<p>then you can use <a href=""http://download.oracle.com/javase/6/docs/api/java/util/Map.html#keySet%28%29"" rel=""nofollow"">keySet()</a> method to get the keys.</p>
","0","4830955"
"<pre><code>byte[] byteArray = new byte[byteList.size()];
for (int index = 0; index &lt; byteList.size(); index++) {
    byteArray[index] = byteList.get(index);
}
</code></pre>

<p>You may not like it but that’s about the only way to create a Genuine™ Array® of <code>byte</code>.</p>

<p>As pointed out in the comments, there are other ways. However, none of those ways gets around a) creating an array and b) assigning each element. This one uses an <a href=""http://java.sun.com/javase/6/docs/api/java/util/Iterator.html"" rel=""noreferrer"">iterator</a>.</p>

<pre><code>byte[] byteArray = new byte[byteList.size()];
int index = 0;
for (byte b : byteList) {
    byteArray[index++] = b;
}
</code></pre>
","15","1565483"
"<pre><code>import java.util.Scanner;

public class Main {
    /**
     * @param args
     */
    public static void main(String[] args) {
        Scanner in=new Scanner (System.in);
        int num[]=new int[10];
        int average=0;
        int i=0;
        int sum=0;

        for (i=0;i&lt;num.length;i++) {
            System.out.println(""enter a number"");
            num[i]=in.nextInt();
            sum=sum+num[i];
        }
        average=sum/10;
        System.out.println(""Average=""+average);
    }
}
</code></pre>
","3","2795350"
"<pre><code>public void writeToFile(byte[] data, String fileName) throws IOException{
  FileOutputStream out = new FileOutputStream(fileName);
  out.write(data);
  out.close();
}
</code></pre>
","27","6828634"
